62,0,62,11,32,0,0,0,0,0,45,48,14,8,30,0,0,0,0,0,0,4,0
58,0,58,7,6,0,0,0,0,0,36,14,8,0,6,0,0,0,0,0,0,1,0
48,0,48,8,12,0,0,0,0,0,33,24,11,3,12,0,0,0,0,0,0,3,0
316,0,306,26,4,11,5,0,0,0,196,33,29,2,2,0,0,0,0,0,0,1,0
43,0,43,10,8,0,0,0,0,0,23,22,10,1,11,0,0,0,0,0,0,2,0
22,0,22,4,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0
74,0,74,13,1,0,0,0,0,0,47,14,13,0,1,0,0,0,0,0,0,0,0
41,0,41,12,6,0,0,0,0,0,17,24,14,1,9,0,0,0,0,0,0,2,0
45,0,45,6,3,0,0,0,0,0,29,7,6,0,1,0,0,0,0,0,0,0,0
22,0,22,4,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0
152,0,152,16,24,0,0,0,0,0,98,54,19,1,34,0,0,0,0,0,0,4,0
133,0,133,13,33,0,0,0,0,0,86,51,16,0,35,0,0,0,0,0,0,4,0
51,0,51,15,4,0,0,0,0,0,40,21,17,0,4,0,0,0,0,0,0,1,0
51,0,51,15,4,0,0,0,0,0,40,21,17,0,4,0,0,0,0,0,0,1,0
54,0,54,5,5,0,0,0,0,0,39,9,5,0,4,0,0,0,0,0,0,1,0
55,0,55,11,8,0,0,0,0,0,29,22,11,1,10,0,0,0,0,0,0,2,0
13,0,13,6,3,0,0,0,0,0,5,8,6,0,2,0,0,0,0,0,0,1,0
14,0,14,2,3,0,0,0,0,0,5,7,3,0,4,0,0,0,0,0,0,1,0
14,0,14,3,2,0,0,0,0,0,7,5,3,0,2,0,0,0,0,0,0,1,0
33,0,33,7,4,0,0,0,0,0,14,14,10,1,3,0,0,0,0,0,0,2,0
60,0,60,8,7,0,0,0,0,0,36,16,9,0,7,0,0,0,0,0,0,1,0
104,0,104,18,12,0,0,0,0,0,62,31,20,0,11,0,0,0,0,0,0,1,0
95,0,95,16,11,0,0,0,0,0,56,32,22,0,10,0,0,0,0,0,0,1,0
459,0,458,44,43,0,1,0,0,0,168,133,48,8,80,0,0,0,0,0,0,4,0
161,0,150,10,4,9,2,0,0,0,63,18,13,0,5,0,0,0,0,0,0,1,0
81,0,81,10,44,0,0,0,0,0,44,45,4,0,43,0,0,0,0,0,0,4,0
87,0,87,7,8,0,0,0,0,0,62,12,7,0,5,0,0,0,0,0,0,2,0
54,0,54,12,11,0,0,0,0,0,37,23,14,2,10,0,0,0,0,0,0,2,0
552,0,235,30,22,304,20,0,0,0,262,61,31,1,29,0,0,0,0,0,0,3,0
37,0,37,14,17,0,0,0,0,0,23,31,15,0,16,0,0,0,0,0,0,1,0
67,0,67,9,31,0,0,0,0,0,47,45,12,8,29,0,0,0,0,0,0,4,0
67,0,67,9,31,0,0,0,0,0,47,45,12,8,29,0,0,0,0,0,0,4,0
293,0,293,13,4,0,0,0,0,0,170,18,14,0,4,0,0,0,0,0,0,1,0
13,0,13,4,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0
12,0,12,2,3,0,0,0,0,0,5,5,2,0,3,0,0,0,0,0,0,1,0
513,0,481,32,59,16,16,0,0,0,253,129,39,5,85,0,0,0,0,0,0,3,0
5,0,5,2,1,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0
12,0,12,2,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
415,0,220,28,25,181,18,0,0,0,167,61,28,0,33,0,0,0,0,0,0,3,0
293,0,293,13,4,0,0,0,0,0,170,18,14,0,4,0,0,0,0,0,0,1,0
54,0,54,11,6,0,0,0,0,0,29,19,11,0,8,0,0,0,0,0,0,2,0
54,0,54,6,9,0,0,0,0,0,39,15,6,0,9,0,0,0,0,0,0,3,0
5,0,5,2,1,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0
94,0,78,12,11,11,6,0,0,0,35,33,12,0,21,0,0,0,0,0,0,4,0
80,0,80,9,1,0,0,0,0,0,50,8,8,0,0,0,0,0,0,0,0,0,0
79,0,79,11,38,0,0,0,0,0,54,53,14,8,35,0,0,0,0,0,0,4,0
33,0,33,4,6,0,0,0,0,0,14,9,4,0,5,0,0,0,0,0,0,1,0
16,0,16,8,3,0,0,0,0,0,8,9,8,0,1,0,0,0,0,0,0,0,0
22,0,22,5,7,0,0,0,0,0,12,12,5,0,7,0,0,0,0,0,0,2,0
35,0,35,8,4,0,0,0,0,0,18,11,8,0,3,0,0,0,0,0,0,1,0
115,0,111,17,19,5,2,0,0,0,88,51,24,2,25,0,0,0,0,0,0,4,0
32,0,28,8,5,1,3,0,0,0,20,13,9,0,6,0,0,0,0,0,0,1,0
28,0,28,8,3,0,0,0,0,0,20,12,9,0,3,0,0,0,0,0,0,0,0
26,0,26,6,1,0,0,0,0,0,21,8,8,0,0,0,0,0,0,0,0,0,0
30,0,30,9,5,0,0,0,0,0,16,18,13,1,5,0,0,0,0,0,0,1,0
30,0,30,9,5,0,0,0,0,0,16,18,13,1,5,0,0,0,0,0,0,1,0
