25,0,25,2,0,0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,0,0,0
9,0,9,2,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0
9,0,9,2,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0
126,0,114,13,1,7,8,0,0,0,66,19,14,0,5,0,0,0,0,0,0,1,0
61,0,57,11,3,1,3,0,0,0,36,14,12,0,2,0,0,0,0,0,0,1,0
11,0,8,1,1,1,2,0,0,0,3,3,1,1,1,0,0,0,0,0,0,1,0
8,0,8,2,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0
11,0,11,2,1,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,1,0
10,0,10,3,1,0,0,0,0,0,3,4,3,0,1,0,0,0,0,0,0,1,0
23,0,23,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0
69,0,69,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
38,0,38,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
48,0,48,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
122,0,122,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0
24,0,24,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
41,0,41,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
55,0,55,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
56,0,56,1,0,0,0,0,0,0,29,1,1,0,0,0,0,0,0,0,0,0,0
160,0,160,1,0,0,0,0,0,0,87,1,1,0,0,0,0,0,0,0,0,0,0
7,0,7,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
33,0,33,9,13,0,0,0,0,0,16,21,9,0,14,0,0,0,0,0,0,3,0
36,0,34,6,5,0,2,0,0,0,17,13,7,3,5,0,0,0,0,0,0,2,0
12,0,12,5,4,0,0,0,0,0,5,9,6,0,4,0,0,0,0,0,0,1,0
111,0,111,24,72,0,0,0,0,0,68,93,26,0,83,0,0,0,0,0,0,4,0
8,0,8,3,1,0,0,0,0,0,2,4,3,0,1,0,0,0,0,0,0,0,0
8,0,8,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0
9,0,9,4,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0
8,0,8,2,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0
41,0,41,12,4,0,0,0,0,0,21,19,13,1,5,0,0,0,0,0,0,1,0
59,0,59,17,19,0,0,0,0,0,25,39,18,3,19,0,0,0,0,0,0,6,0
14,0,14,5,6,0,0,0,0,0,7,11,5,1,7,0,0,0,0,0,0,2,0
21,0,21,5,4,0,0,0,0,0,8,10,6,0,4,0,0,0,0,0,0,1,0
38,0,38,7,17,0,0,0,0,0,16,24,8,1,15,0,0,0,0,0,0,3,0
90,0,86,12,54,2,2,0,0,0,40,67,12,3,53,0,0,0,0,0,0,5,0
6,0,6,3,1,0,0,0,0,0,2,4,3,0,1,0,0,0,0,0,0,0,0
16,0,16,2,8,0,0,0,0,0,5,9,2,0,7,0,0,0,0,0,0,2,0
9,0,9,3,2,0,0,0,0,0,2,5,3,0,2,0,0,0,0,0,0,1,0
11,0,11,1,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0
55,0,50,8,6,2,3,0,0,0,26,15,9,1,7,0,0,0,0,0,0,2,0
22,0,22,5,3,0,0,0,0,0,10,7,4,0,3,0,0,0,0,0,0,1,0
55,0,53,7,19,0,2,0,0,0,22,31,8,5,22,0,0,0,0,0,0,4,0
156,0,156,18,27,0,0,0,0,0,77,44,16,2,26,0,0,0,0,0,0,2,0
16,0,16,2,10,0,0,0,0,0,5,10,3,0,8,0,0,0,0,0,0,2,0
20,0,20,8,4,0,0,0,0,0,11,13,9,1,5,0,0,0,0,0,0,2,0
74,0,74,9,5,0,0,0,0,0,28,15,8,0,7,0,0,0,0,0,0,2,0
12,0,12,5,1,0,0,0,0,0,7,5,4,0,1,0,0,0,0,0,0,0,0
9,0,9,5,1,0,0,0,0,0,4,5,4,0,1,0,0,0,0,0,0,0,0
10,0,10,5,1,0,0,0,0,0,5,5,4,0,1,0,0,0,0,0,0,0,0
35,0,35,10,11,0,0,0,0,0,15,23,12,1,10,0,0,0,0,0,0,4,0
80,0,80,15,21,0,0,0,0,0,38,37,15,9,17,0,0,0,0,0,0,8,0
172,0,172,22,63,0,0,0,0,0,71,80,23,2,57,0,0,0,0,0,0,3,0
22,0,22,5,2,0,0,0,0,0,12,8,6,0,2,0,0,0,0,0,0,1,0
